Cliente_Id_Cliente,F,M
26388,1,295000.0
26389,2,164440.0
26390,2,298000.0
26391,2,310440.0
26392,5,654370.0
26393,2,298000.0
26394,1,279000.0
26395,2,498000.0
26396,2,404000.0
26397,3,308000.0
26398,3,313440.0
26399,3,459000.0
26400,1,149000.0
26401,1,349000.0
26402,1,179000.0
26403,1,296000.0
26404,1,149000.0
26405,8,1442000.0
26406,2,298000.0
26407,3,1047000.0
26408,1,149000.0
26409,1,149000.0
26410,5,1185000.0
26411,2,295000.0
26412,2,400000.0
26414,2,298000.0
26415,2,628000.0
26416,1,149000.0
26417,1,149000.0
26418,4,276000.0
26419,4,1029000.0
26420,1,349000.0
26421,4,308079.0
26422,2,158370.0
26423,1,236000.0
26424,2,158080.0
26425,2,590000.0
26426,1,297000.0
26427,6,1288000.0
26428,2,298000.0
26429,2,103960.0
26430,2,164000.0
26431,1,69000.0
26432,9,2819000.0
26433,5,1275000.0
26434,1,449000.0
26435,1,295000.0
26436,3,627000.0
26437,2,158370.0
26438,1,279000.0
26439,2,207370.0
26440,2,698000.0
26441,2,291000.0
26442,1,149000.0
26443,2,558000.0
26444,3,676000.0
26445,2,163960.0
26446,1,149000.0
26447,5,644080.0
26448,1,169000.0
26449,1,149000.0
26450,3,307080.0
26451,1,239000.0
26452,1,295000.0
26453,2,388000.0
26454,1,279000.0
26455,1,149000.0
26456,1,149000.0
26457,1,149000.0
26458,1,148500.0
26459,7,824800.0
26460,2,164440.0
26461,2,738000.0
26462,2,638000.0
26463,2,284000.0
26464,2,363960.0
26465,2,158867.0
26466,1,295000.0
26467,1,350000.0
26468,1,149000.0
26469,2,363960.0
26470,2,158080.0
26471,1,349000.0
26473,1,389000.0
26474,3,892000.0
26475,1,179000.0
26476,1,149000.0
26477,1,499000.0
26478,2,738000.0
26479,2,298000.0
26480,1,149000.0
26481,1,179000.0
26482,4,1056000.0
26483,1,149000.0
26484,2,164440.0
26485,2,397000.0
26486,1,198000.0
26487,1,279000.0
26488,1,149000.0
26489,1,149000.0
26490,1,69000.0
26491,2,158000.0
26492,1,219000.0
26493,2,487000.0
26494,1,149000.0
26495,1,349000.0
26496,1,139000.0
26498,2,298000.0
26499,2,388000.0
26500,1,279000.0
26501,1,295000.0
26502,1,149000.0
26503,1,295000.0
26505,2,374000.0
26506,1,295000.0
26507,1,349000.0
26508,2,698000.0
26509,3,704000.0
26510,3,307080.0
26511,2,207080.0
26512,1,349000.0
26513,2,234440.0
26514,1,198000.0
26515,1,349000.0
26516,1,112000.0
26517,1,198000.0
26518,1,149000.0
26519,2,298000.0
26520,1,349000.0
26521,1,149000.0
26522,1,350000.0
26523,5,1005080.0
26524,1,279000.0
26525,1,149000.0
26526,1,349000.0
26527,2,347000.0
26528,2,298000.0
26529,1,389000.0
26530,1,349000.0
26531,1,169000.0
26532,1,349000.0
26533,1,295000.0
26534,1,279000.0
26535,2,178000.0
26536,3,267000.0
26537,1,149000.0
26538,2,388000.0
26539,1,149000.0
26540,2,298000.0
26541,1,149000.0
26542,1,279000.0
26543,3,332320.0
26544,1,349000.0
26545,3,577000.0
26546,2,558000.0
26547,1,349000.0
26548,2,356460.0
26549,1,500000.0
26550,6,797000.0
26551,2,513000.0
26552,4,241000.0
26553,3,362000.0
26554,1,389000.0
26555,17,4904000.0
26556,1,279000.0
26557,1,149000.0
26558,2,644000.0
26559,2,238000.0
26560,4,855000.0
26561,3,1027000.0
26562,1,149000.0
26563,1,149000.0
26564,1,89000.0
26566,1,295000.0
26567,3,447000.0
26568,1,149000.0
26569,2,298000.0
26570,1,389000.0
26571,1,349000.0
26572,3,404000.0
26573,1,149000.0
26574,1,149000.0
26575,1,389000.0
26576,1,149000.0
26577,1,349000.0
26578,3,616000.0
26579,1,149000.0
26580,1,350000.0
26581,2,628000.0
26582,1,349000.0
26583,2,298000.0
26584,1,248000.0
26585,4,596000.0
26586,1,230000.0
26587,1,349000.0
26588,2,184000.0
26589,3,707000.0
26590,1,349000.0
26591,1,589000.0
26592,1,349000.0
26593,2,280000.0
26595,2,698000.0
26596,1,349000.0
26597,1,248000.0
26598,2,178000.0
26599,3,400000.0
26600,1,295000.0
26601,1,248000.0
26602,1,149000.0
26603,1,279000.0
26604,1,389000.0
26605,2,328000.0
26606,2,644000.0
26607,1,149000.0
26608,1,295000.0
26609,2,158370.0
26610,3,354310.0
26612,8,2097000.0
26613,1,295000.0
26614,2,403960.0
26615,1,149000.0
26616,5,898000.0
26617,3,457000.0
26618,3,307080.0
26619,1,270000.0
26620,9,1901000.0
26621,4,1083000.0
26622,1,589000.0
26623,1,149000.0
26624,2,301000.0
26625,1,150000.0
26626,1,179000.0
26627,2,245000.0
26628,1,198000.0
26631,1,239000.0
26632,1,198000.0
26633,2,428000.0
26634,2,498000.0
26635,2,498000.0
26636,3,1187000.0
26637,1,198000.0
26638,1,149000.0
26639,1,149000.0
26640,2,209960.0
26641,2,164330.0
26642,1,265500.0
26644,2,474000.0
26645,2,418000.0
26647,2,347000.0
26648,1,149000.0
26649,3,593000.0
26650,3,448000.0
26651,1,295000.0
26652,1,248000.0
26653,2,558000.0
26654,1,149000.0
26655,1,170000.0
26656,2,164440.0
26657,2,444000.0
26658,1,389000.0
26660,1,170000.0
26662,1,169000.0
26663,6,1566000.0
26664,3,1033000.0
26666,1,149000.0
26667,1,198000.0
26668,1,198000.0
26669,1,198000.0
26670,2,158080.0
26671,1,279000.0
26673,1,295000.0
26674,1,149000.0
26675,2,498000.0
26676,4,794000.0
26677,1,295000.0
26678,1,149000.0
26680,1,198000.0
26681,2,176240.0
26682,1,589000.0
26683,2,258360.0
26684,2,258370.0
26685,2,304080.0
26686,5,1391000.0
26687,1,149000.0
26689,2,169000.0
26690,1,349000.0
26691,1,198000.0
26692,2,628000.0
26693,2,158370.0
26694,1,198000.0
26695,2,590000.0
26696,1,215000.0
26697,1,169000.0
26698,2,204000.0
26700,1,350000.0
26701,2,518000.0
26702,4,917000.0
26703,4,697000.0
26704,6,1631000.0
26705,1,249000.0
26706,1,199200.0
26707,1,260000.0
26708,1,349000.0
26709,4,1095000.0
26710,2,447000.0
26712,3,565000.0
